,who,what,where,when,why,how,text
7174,EU,eyes sanctions on Russias oil and coal following revelations of atrocities in Ukraine,0,0,0,0,EU eyes sanctions on Russias oil and coal following revelations of atrocities in Ukraine
7175,Your,to day 15,0,0,0,0,Your guide to day 15 of Russias invasion of Ukraine
7176,I,got no house,0,0,I,after South African floods .,"I got no house, I got nothing 

Death toll reaches 250 after South African floods"
7177,Scottish mental health charity SAMH,targeted in cyber attack,0,0,0,Scottish mental health charity SAMH targeted in cyber attack .,Scottish mental health charity SAMH targeted in cyber attack
7178,Timed Teaser,:,0,0,0,0,Timed Teaser: What did Bono say about U2’s music?
7179,Coca - Cola,suspends business in Russia,0,0,0,after public outcry .,Coca-Cola suspends business in Russia after public outcry
7180,Senegal midwives,go on trial,0,0,Senegal midwives,of pregnant woman and her unborn child in public hospital,Senegal midwives go on trial over death of pregnant woman and her unborn child in public hospital
7181,Spanish floods,claim first victim,0,0,0,Spanish floods claim first victim as towns are engulfed .,Spanish floods claim first victim as towns are engulfed
7182,Germany ’s Election,Explained,0,0,0,0,Ros Atkins On… Germany’s Election Explained
7183,0,0,0,0,0,Englands cricketers face Australia We look at the money behind,"As Englands cricketers face Australia

We look at the money behind the Ashes 🏏"
7184,North Korea,fires projectile into waters off Japan,0,0,0,0,North Korea fires projectile into waters off Japan
7185,0,0,0,0,0,Irish health service facing one of the most difficult,Covid-19: Irish health service facing one of the most difficult winters
7186,0,0,0,0,0,"a British citizen , reports say .","Hostage taker who detained four people at synagogue in Texas was a British citizen, reports say"
7187,some Chinese,are putting work and embracing lying flat,0,0,some Chinese,lying flat .,Why some Chinese are putting work second and embracing lying flat
7188,Fake Walmart news release,claimed it,0,0,0,Fake Walmart news release claimed it would accept cryptocurrency .,Fake Walmart news release claimed it would accept cryptocurrency
7189,Catalonia pardons women,executed for witchcraft,Catalonia,0,0,witchcraft,Catalonia pardons women executed for witchcraft
7190,0,0,Guernsey,0,0,breaking Guernsey self - isolation rules,Man jailed for breaking Guernsey self-isolation rules
7191,0,0,0,0,"Some 2,000 hamsters and other small mammals",other small mammals are set to be culled in Hong,"Some 2,000 hamsters and other small mammals are set to be culled in Hong Kong due to Covid outbreak"
7192,US - led coalition against,IS ends combat mission,0,0,0,0,US-led coalition against IS ends combat mission in Iraq
7193,Koreas Kim Jong - un,faces paradise on Earth lawsuit,0,0,0,North Koreas Kim Jong - un faces paradise on Earth,North Koreas Kim Jong-un faces paradise on Earth lawsuit
7194,Afghanistans singers,flee Taliban violence,0,0,Afghanistans singers,0,Afghanistans singers flee Taliban violence
7195,0,0,0,0,Germany,in major policy shift Follow the latest .,"Germany to supply tanks to Ukraine in major policy shift

Follow the latest"
7196,North Korea,warns South of nuclear retaliation,0,0,0,of nuclear retaliation .,North Korea warns South of nuclear retaliation
7197,0,0,0,0,0,year high .,US inflation rate hits near 40-year high
7198,you,eat,0,0,0,The surprising links between what you eat and how well,The surprising links between what you eat and how well you sleep
7199,0,0,0,0,Rare turtle,"Rare turtle washes up on UK beach 4,000 miles from","Rare turtle washes up on UK beach 4,000 miles from home"
7200,Son of Libya ex-ruler,runs for president,Libya,0,Son of Libya ex-ruler,president,Son of Libya ex-ruler runs for president
7201,0,0,Amazon,0,0,Raids deep in the Amazon are being carried out in,Raids deep in the Amazon are being carried out in a crackdown on blood gold mining
7202,0,0,0,0,0,0,What happened on day 16 of Russias invasion of Ukraine
7203,Gritty Fresh Prince of Bel - Air reboot,reveals first ( real ) trailer,0,0,0,Gritty Fresh Prince of Bel - Air reboot reveals first,Gritty Fresh Prince of Bel-Air reboot reveals first (real) trailer
7204,DR Congo Policeman,sentenced to death for murder,0,0,DR Congo Policeman,murder,DR Congo Policeman sentenced to death for murder
7205,Britney Spears lawyers,accuse her father Jamie,0,0,Britney Spears lawyers,0,Britney Spears lawyers accuse her father Jamie of dragging his feet over stepping down from his daughters conservatorship
7206,Ghana ’s role,in honouring a US civil rights hero,0,0,0,US civil rights hero .,Ghana’s role in honouring a US civil rights hero
7207,0,0,Black Sea,0,Estonian cargo ship,Estonian cargo ship sinks off Ukrainian Black Sea port of,Estonian cargo ship sinks off Ukrainian Black Sea port of Odesa after explosion
7208,0,0,Sahara,0,Nothing but misery,"the extreme heat in the Sahara desert , which many","This is Sahara, the desert. No rain, there’s nothing at all. Nothing but misery 

 looks at the extreme heat in the Sahara desert, which many say is becoming intolerable"
7209,Friendly beers,lead to murder suspects,0,0,0,Friendly beers lead to murder suspects arrest .,Hong Kong: Friendly beers lead to murder suspects arrest
7210,US,plans to raise rates,0,0,0,US central bank boss says he plans to raise rates,US central bank boss says he plans to raise rates
7211,0,0,0,0,0,British woman wins Australia backpacker tax case .,British woman wins Australia backpacker tax case
7212,0,0,0,0,0,Financial markets tumble as US retailers ring alarm over economy,Financial markets tumble as US retailers ring alarm over economy
7213,Paralympian Muhammad Ziyad Zolkefli,was stripped of his gold medal for being three minutes put event,0,0,Malaysians,minutes late to his shot put event .,Malaysians have reacted in anger after Paralympian Muhammad Ziyad Zolkefli was stripped of his gold medal for being three minutes late to his shot put event
7214,Macron,condemns unforgivable 1961 massacre,0,0,0,condemns unforgivable 1961 massacre of Algerians in Paris .,Macron condemns unforgivable 1961 massacre of Algerians in Paris
7215,the Red Cross,has to be neutral in the Ukraine conflict,0,0,0,be neutral in the Ukraine conflict .,Why the Red Cross has to be neutral in the Ukraine conflict
7216,0,0,0,0,0,0,NHS hospital uses robot technology
7217,0,0,0,0,0,0,Covid-19: Can freebies tempt Indians to get vaccinated?
7218,Ukraine invasion push,Japan,0,0,0,go nuclear ?,Will Ukraine invasion push Japan to go nuclear?
7219,Brazil wildfires,killed an estimated 17 million animals,0,0,0,0,Brazil wildfires killed an estimated 17 million animals
7220,0,0,0,0,0,more transmissible .,Delta Plus Covid variant may be more transmissible
7221,The man who still divides South Africa,.,0,0,0,who still divides South Africa .,FW de Klerk: The man who still divides South Africa
7222,Ukraine,help thaw US - Venezuela,0,0,Ukraine,0,Will Russias attack on Ukraine help thaw US-Venezuela relations?
7223,The surreal moment blackbirds,drop dead mid-flight,0,0,0,The surreal moment blackbirds drop dead mid-flight .,The surreal moment blackbirds drop dead mid-flight
7224,0,0,0,0,Teenage social media,Teenage social media use linked to less life - satisfaction,Teenage social media use linked to less life-satisfaction for some
7225,Worlds second biggest retailer H and M,suspends all sales,0,0,0,second biggest retailer H and M temporarily suspends all sales,Worlds second biggest retailer H and M temporarily suspends all sales in Russia
7226,first detailed briefing on fatal shooting of Halyna Hutchins by Alec Baldwin on set of film Rust,Follow live updates,0,0,0,first detailed briefing on fatal shooting of Halyna Hutchins by,"US police give first detailed briefing on fatal shooting of Halyna Hutchins by Alec Baldwin on set of film Rust

Follow live updates"
7227,Cupcakes,recalled in US over metal fragment contamination fears,0,0,Cupcakes,0,Cupcakes recalled in US over metal fragment contamination fears
7228,0,0,0,0,0,gives double climate dividend .,Veg diet plus re-wilding gives double climate dividend
7229,Australians mourning horrific national tragedy after five children,killed in bouncy castle accident,0,0,0,mourning horrific national tragedy after five children killed in bouncy,Australians mourning horrific national tragedy after five children killed in bouncy castle accident
7230,0,0,0,0,0,companies potentially hit by Okta hack .,Hundreds of companies potentially hit by Okta hack
7231,Honduran ex-leader Juan Orlando Hernández,pleads not guilty to drugs and weapons charges,0,0,Honduran ex-leader Juan Orlando Hernández,Honduran ex-leader Juan Orlando Hernández pleads not guilty to drugs,Honduran ex-leader Juan Orlando Hernández pleads not guilty to drugs and weapons charges
7232,Russia,accused of creating fake crisis,0,0,Russia,creating fake crisis in breakaway eastern region of Ukraine .,Russia accused of creating fake crisis in breakaway eastern region of Ukraine
7233,Anti-vaccine villagers in Guatemala attack,and,0,0,hold nurses,Anti-vaccine villagers in Guatemala attack and hold nurses trying to,Anti-vaccine villagers in Guatemala attack and hold nurses trying to administer Covid jabs
7234,0,0,0,0,0,0,REvil ransomware gang arrested in Russia
7235,Vladimir Putin,have trained fighters,Africa,0,0,0,Why Vladimir Putin couldnt have trained fighters in Africa
7236,0,0,0,0,0,0,Why Urdu language draws ire of India’s right-wing
7237,Funerals of Michael Snee and Aidan Moffitt,held,0,0,0,0,Sligo killings: Funerals of Michael Snee and Aidan Moffitt held
7238,0,0,0,0,US,0,"US surpasses 800,000 Covid deaths"
7239,0,0,0,0,0,Chinese sites accused of censoring LGBT content from Friends .,Chinese sites accused of censoring LGBT content from Friends
7240,0,0,0,0,0,"in emotional , historic trip home .","Chagos islanders in emotional, historic trip home"
7241,0,0,0,0,0,Former Afghan minister : Women fearful but walking the streets,Former Afghan minister: Women fearful but walking the streets
7242,0,0,Irpin,0,0,the Ukrainian city of Irpin using planks to cross a,People evacuate the Ukrainian city of Irpin using planks to cross a river after a crucial bridge is destroyed
7243,Viagra,may be useful against Alzheimers disease,0,0,0,"be useful against Alzheimers disease , US researchers say .","Viagra may be useful against Alzheimers disease, US researchers say"
7244,0,0,0,0,0,into new week .,Covid: Travel chaos spills into new week
7245,0,0,0,0,0,re-introduce Irish Covid restrictions .,Call to re-introduce Irish Covid restrictions
7246,Two cases of new variant of Covid,detected in UK,Covid,0,0,of new variant of Covid detected in UK .,Two cases of new variant of Covid detected in UK
7247,Widow,confronts soldier and George Bushs gaffe,0,0,Widow,0,Widow confronts soldier and George Bushs gaffe - Ukraine round-up
7248,MS Dhoni,makes winning return,0,0,0,in Indian Premier League .,MS Dhoni makes winning return as Chennai Super Kings captain in Indian Premier League
7249,0,0,0,0,0,beekeepers protest in Chile,Police stung as beekeepers protest in Chile
7250,Indias Supreme Court,puts controversial sedition law,0,0,0,puts controversial sedition law on hold .,Indias Supreme Court puts controversial sedition  law on hold
7251,Omicron,:,0,0,0,"Good news , bad news and what it all","Omicron: Good news, bad news and what it all means"
7252,Australia,equals hottest day,0,0,Australia,equals hottest day on record at 50.7 C. .,Australia equals hottest day on record at 50.7C
7253,Indias top political strategist,did nt join Congress,0,0,0,Indias top political strategist did nt join Congress .,Prashant Kishor: Why Indias top political strategist didnt join Congress
7254,Ukraine war,:,0,0,0,What next for the African students who fled ?,Ukraine war: What next for the African students who fled?
7255,0,0,0,0,0,0,War in Ukraine: What happened on day 18 of Russias invasion
7256,Airport warehouse roof,collapses in Turkish snowstorm,0,0,Airport warehouse roof,in Turkish snowstorm .,Airport warehouse roof collapses in Turkish snowstorm
