,who,what,where,when,why,how,text
9628,Jack and Wright goals,break Hearts,0,0,0,0,Jack and Wright goals break Hearts to win Rangers the Scottish Cup
9629,US woman,pleads guilty to leading all - female Islamic State battalion,0,0,US woman,pleads guilty to leading all - female Islamic State battalion,US woman pleads guilty to leading all-female Islamic State battalion
9630,it,work,0,0,0,what exactly is AI - generated art ’ ?,Dall-E 2 mini: what exactly is AI-generated art’? How does it work? Will it replace human visual artists?
9631,Russian strikes,hit Kyiv neighbourhood – video,0,0,Survivors,after Russian strikes hit Kyiv neighbourhood – video .,Survivors pulled from rubble after Russian strikes hit Kyiv neighbourhood – video
9632,Report,urges Scottish government,0,0,0,urges Scottish government to introduce misogyny act .,Report urges Scottish government to introduce misogyny act
9633,"review – stark tale of truth , lies and politics in postwar Austria",.,0,0,0,"– stark tale of truth , lies and politics in","The Waldheim Waltz review – stark tale of truth, lies and politics in postwar Austria"
9634,0,0,0,0,0,Australian government aggravating extinction ’ through land - clearing approvals,"Australian government aggravating extinction’ through land-clearing approvals, analysis finds"
9635,Sweden and Finland,trod separate paths,0,0,Sweden and Finland,A historic change ’ : how Sweden and Finland trod,A historic change’: how Sweden and Finland trod separate paths to Nato
9636,Lula,confirms comeback,0,0,comeback,0,Brazil needs fixing’: Lula confirms comeback run against Bolsonaro
9637,World Bank,warns of weak growth,0,0,0,of weak growth and high inflation .,Return to the 70s: World Bank warns of weak growth and high inflation
9638,Dissident who demonstrated in China ’s Tiananmen Square,killed in New York,Tiananmen Square,0,0,Dissident who demonstrated in China ’s Tiananmen Square killed in,Dissident who demonstrated in China’s Tiananmen Square killed in New York
9639,Blair ’s MBE for services to education or self - enrichment,?,0,0,0,services to education or self - enrichment ?,Was Euan Blair’s MBE for services to education or self-enrichment? | Letters
9640,UK government,to override Northern Ireland,Northern,0,0,0,UK government to override Northern Ireland on abortion services
9641,Le crunch,:,0,today,0,weeks @GuardianWeekly Macron on a mission .,"Le crunch: Inside this weeks @GuardianWeekly Macron on a mission. Plus: Alan Bennett’s glorious isolation.

Subscribe today"
9642,Biden,seems,0,0,0,Biden not all he seems,Aukus deal showing France and EU that Biden not all he seems
9643,0,0,0,0,0,"too high , says Iceland boss .","Food bank users declining potatoes as cooking costs too high, says Iceland boss"
9644,Rafael Nadal,keeps cool to down combustible Kyrgios,Kyrgios,0,Rafael Nadal,keeps cool to down combustible Kyrgios in Indian Wells quarter,Rafael Nadal keeps cool to down combustible Kyrgios in Indian Wells quarter-finals
9645,Klopp,rotates his rich resources,0,0,Klopp,his rich resources to set Liverpool on fine footing for,Klopp rotates his rich resources to set Liverpool on fine footing for City | Andy Hunter
9646,my,with a forgotten surrealist,0,0,0,0,Touched by the hand of Ithell: my fascination with a forgotten surrealist | Stewart Lee
9647,Boris Johnson,had birthday party indoors,0,0,Boris Johnson,0,Boris Johnson had birthday party indoors during lockdown’
9648,0,0,0,0,Defiant Derby fightback,Defiant Derby fightback denies Fulham promotion party and keeps hope,Defiant Derby fightback denies Fulham promotion party and keeps hope alive
9649,Viktor Orbán,invites Trump to Hungary,0,0,Viktor Orbán,0,Viktor Orbán invites Trump to Hungary to boost re-election campaign
9650,0,0,0,0,0,so fast : why going slower can save you a,Not so fast: why going slower can save you a packet on petrol
9651,The Guardian view on the DUP,:,0,0,0,0,The Guardian view on the DUP: signs of weakness and woe | Editorial
9652,New York mayor Eric Adams,revises Bronx fire death toll,Bronx,0,This,0,This is an evolving crisis: New York mayor Eric Adams revises Bronx fire death toll to 17 – video
9653,0,0,0,0,0,Afghan universities reopen with strict rules for female students .,Afghan universities reopen with strict rules for female students
9654,England v New Zealand,:,0,0,0,0,"England v New Zealand: third Test, day two – live!"
9655,Queensland human rights commissioner,warns against extending Covid emergency powers,Queensland,0,Queensland human rights commissioner,Queensland human rights commissioner warns against extending Covid emergency powers,Queensland human rights commissioner warns against extending Covid emergency powers
9656,Wallabies,recalls handed to overseas - based trio,0,0,Wallabies,recalls handed to overseas - based trio for northern tour,Wallabies recalls handed to overseas-based trio for northern tour
9657,0,0,0,0,0,0,Surge in fertiliser prices adds to pressure on UK farmers
9658,Boris,was trolling,0,0,Boris,the whole time .,Billy Bragg: Boris was trolling me the whole time. We’ve got a wind-up merchant as PM’
9659,Lea Desandre ’s Amazone ; Rossini ’s Petite messe solennelle,.,0,0,0,Classical home listening : Lea Desandre ’s Amazone ; Rossini,Classical home listening: Lea Desandre’s Amazone; Rossini’s Petite messe solennelle
9660,You,decide,0,0,0,"most beautiful food shots , and useful cooking tips and","From TikTok to Instagram, who posts the most beautiful food shots, and useful cooking tips and recommendations?

You decide. Vote in the OFM Awards"
9661,UK and US,face backlash amid fears pact could provoke China,0,Friday 17 September 2021,0,"Guardian front page , Friday 17 September 2021 : UK","Guardian front page, Friday 17 September 2021: UK and US face backlash amid fears pact could provoke China"
9662,0,0,0,0,Democrats,– live .,Democrats seek to advance spending plans as government shutdown looms – live
9663,DoJ,creates unit,Capitol,0,0,counter domestic terrorism after Capitol attack .,DoJ creates unit to counter domestic terrorism after Capitol attack
9664,Australia,to support vaccine waiver,0,0,Australia,from human rights groups .,Australia to support vaccine waiver after months of pressure from human rights groups
9665,Aida,?,0,0,0,takes best picture at European film awards .,"Quo Vadis, Aida? takes best picture at European film awards"
9666,Clive Palmer ’s doses,were destroyed,0,0,0,hydroxychloroquine before Clive Palmer ’s doses were destroyed,Lupus sufferers pleaded for hydroxychloroquine before Clive Palmer’s doses were destroyed
9667,Bank of England,walks a tightrope,0,0,0,0,Credibility challenge: Bank of England walks a tightrope on interest rates
9668,Gender disparity in UK radio report,shows minor improvements,0,0,0,shows minor improvements on 2020 .,Gender disparity in UK radio report shows minor improvements on 2020
9669,0,0,0,0,0,0,Ben Jennings on the defence of Ukraine – cartoon
9670,endless laughter with Sandi Toksvig and Sarah Millican,.,0,0,0,endless laughter with Sandi Toksvig and Sarah Millican .,TV tonight: endless laughter with Sandi Toksvig and Sarah Millican
9671,Congressman Madison Cawthorn,under fire,0,0,0,0,Congressman Madison Cawthorn under fire over claims of DC drugs and orgies
9672,Athena review – teenage duellists,take a hesitant stab,0,0,0,– teenage duellists take a hesitant stab at friendship .,Athena review – teenage duellists take a hesitant stab at friendship
9673,All in My Head by Jessica Morris review – an attempt,to make the incurable treatable,0,0,0,the incurable treatable .,All in My Head by Jessica Morris review – an attempt to make the incurable treatable
9674,Tory MP ’s son among UK ex-servicemen,heading to Ukrainian front line,0,0,Tory MP ’s son among UK ex-servicemen,to Ukrainian front line .,Tory MP’s son among UK ex-servicemen heading to Ukrainian front line
9675,US reeling from tampon shortage as prices of menstrual products,go up,0,0,US,of menstrual products go up .,US reeling from tampon shortage as prices of menstrual products go up
9676,it,rip ’ Covid strategy,0,0,it,condemn vulnerable Australians to death .,OzSage experts warn let it rip’ Covid strategy will condemn vulnerable Australians to death
9677,Nigel Slater ’s recipe,for couscous,0,0,0,couscous with labneh and tomato,Nigel Slater’s recipe for couscous with labneh and tomato
9678,0,0,0,0,as largest district,Covid lockdown fears spark panic buying in Beijing as largest,Covid lockdown fears spark panic buying in Beijing as largest district begins mass testing
9679,you,are guilty,0,0,you,"are guilty , you ’re in big trouble ’ .","John Oliver on police interrogations: If they have decided you are guilty, you’re in big trouble’"
9680,Yotam Ottolenghi ’s recipes for cooking with herbs,.,0,0,0,From fishy parcels to pineapple sorbet : Yotam Ottolenghi ’s,From fishy parcels to pineapple sorbet: Yotam Ottolenghi’s recipes for cooking with herbs
9681,0,0,0,0,It ’s an attack on everyone ’ : Russian activists under,Russian activists under increasing pressure for opposing war on,It’s an attack on everyone’: Russian activists under increasing pressure for opposing war on Ukraine
9682,0,0,0,0,an ancient water system,an ancient water system is being brought back to life,Spring time: why an ancient water system is being brought back to life in Spain
9683,0,0,0,0,Wildlife trafficking,fight illegal trade .,Wildlife trafficking thrives on Facebook despite pledge to fight illegal trade
9684,Grimsby chance of EFL,return,0,0,"Culture of trust , talent and graft",0,"Culture of trust, talent and graft have given Grimsby chance of EFL return | Jason Stockwood"
9685,Giulio Regeni,:,0,0,Egyptian security agents,of Egyptian security agents charged over death begins in Rome,Giulio Regeni: trial of Egyptian security agents charged over death begins in Rome
9686,0,0,0,0,0,while autistic : romance is n’t easy when you miss,Dating while autistic: romance isn’t easy when you miss the social cues – and the red flags | Kay Kerr
9687,Jeff Bezos ’s space flight firm,rife,0,0,0,"firm rife with sexism ’ , employees ’ letter claims","Jeff Bezos’s space flight firm rife with sexism’, employees’ letter claims"
9688,Asante,are really sweaty ’,0,0,because my hands are really sweaty ’ .,are really sweaty ’ .,"Anita Asante: I said to Steven Gerrard, let’s hug because my hands are really sweaty’"
9689,Rangers,reach Europa League last eight,0,0,Rangers,League last eight despite Red Star Belgrade defeat .,Rangers reach Europa League last eight despite Red Star Belgrade defeat
9690,my,become smart again,0,0,0,Energy smart meter become smart again ?,When will my Shell Energy smart meter become smart again?
9691,0,0,0,0,we,0,Russia-Ukraine war: what we know on day 67 of the invasion
9692,US House,expected to vote on Thursday to refer Steve Bannon,0,Thursday,0,0,US House expected to vote on Thursday to refer Steve Bannon to prosecutors
9693,"Felixstowe backlog improving , so shop normally for Christmas",",",Felixstowe,Christmas,0,"shop normally for Christmas , says minister .","Felixstowe backlog improving, so shop normally for Christmas, says minister"
9694,I,could n’t live with myself if I,0,0,0,could n’t live with myself if I did n’t come,Among the Americans fighting in Ukraine: I couldn’t live with myself if I didn’t come’
9695,formal party ’ in No 10 last Christmas,would have broken rules,0,last Christmas,Raab,says formal party ’ in No 10 last Christmas would,Raab says formal party’ in No 10 last Christmas would have broken rules
9696,Sam,Can by Maylis Besserie review,0,last days,You,You Still Can by Maylis Besserie review – Beckett ’s,"Yell, Sam, If You Still Can by Maylis Besserie review – Beckett’s last days"
