,who,what,where,when,why,how,text
928,I,hope the EUs,0,0,I,is prepared to go it alone to resolve the trade,"✍️ I hope the EUs position changes. If it does not, there will be a necessity to act,  Mr Johnson wrote in a warning that he is prepared to go it alone to resolve the trade frictions"
929,The Queen,has been actively involved in every detail,0,0,0,been actively involved in every detail of the plans for,👑 The Queen has been  actively involved  in every detail of the plans for the Westminster Abbey service
930,China,has the cash,0,0,Britain,"for financial support , Britain has been asleep at the","🇨🇳  Britain may have the Queen, but China has the cash  

As more countries turn to China for financial support, Britain has been asleep at the wheel, say experts – can it redress the balance?

@GordonRayner investigates 👇"
931,0,0,0,0,0,"are back , but following partygate ’ , an exasperated","🔐  Restrictions are back, but following partygate’, an exasperated public might not play along  | Writes @FraserNelson"
932,Sir Mark Rowley,outlines a five - point strategy,0,0,0,in ideologically driven threats ’ .,Sir Mark Rowley outlines a five-point strategy for dealing with the rise in ideologically driven threats’
933,0,0,0,0,0,"by nearly 50 percent during the pandemic with 7,000 fewer","🔴 Breast cancer screenings fell by nearly 50 percent  during the pandemic with 7,000 fewer diagnoses, official data reveal"
934,Kyiv,"is talking to neighbouring countries about using their ports , and getting it",0,0,Kyiv,the vital foodstuffs exported by Ukraine have left by sea,"✅95 percent 

In the past 95 percent  of the vital foodstuffs exported by Ukraine have left by sea. 

Volodymyr Zelensky said Kyiv is talking to neighbouring countries about using their ports, and getting it there by train or truck"
935,Boris Johnson,is politically a dead man,0,0,he,is politically a dead man walking over his admission he,"🗣️Boris Johnson is  politically a dead man walking  over his admission he attended a Downing Street garden party during lockdown, Sir Roger Gale has declared"
936,@TelGlobalHealth,reveals the true extent,Europe,0,0,the true extent of Fortress Europe with our interactive map,"❌ Around Europe, 1,800km of walls and fences are keeping desperate migrants out. @TelGlobalHealth reveals the true extent of Fortress Europe with our interactive map"
937,crisis,is aggressively releasing intelligence,0,0,it,is aggressively releasing intelligence on Russias military plans on a,"🔴NEW: The United States is aggressively releasing intelligence on Russias military plans on a scale not seen since the Cuban missile crisis in the hope it will delay an invasion, according to US media reports"
938,"The report , by experts at universities across the North ,",found that care home deaths,North,0,"The report , by experts at universities across the North ,","were also worse , with 5.9 deaths per 1,000 beds","📊The report, by experts at universities across the North, found that care home deaths were also worse, with 5.9 deaths per 1,000 beds compared to 4.7 per 1,000 beds in the Midlands and the South"
939,Russia,has banned British airlines,0,0,Russia,banned British airlines from its airspace in retaliation to the,🔴 Russia has banned British airlines from its airspace in retaliation to the decision to block the country’s state-owned carrier Aeroflot from UK airports
940,influencers such as Sophie Liard,are accruing millions,0,0,0,"to viral videos folding clothes and napkins , influencers such","📱 Thanks to viral videos folding clothes and napkins, influencers such as Sophie Liard are accruing millions of fans. 

So, are we at peak tidy? ⬇️"
941,Downing Street,have been interviewed by Sue Gray,0,0,who,the partygate investigation 🔓 Currently free to read 👇 .,"🔴 Police officers who guard Downing Street have been interviewed by Sue Gray for the  partygate  investigation

🔓 Currently free to read 👇"
942,The Bank of England,has made the surprise decision,0,0,0,- high .,🚨 BREAKING: The Bank of England has made the surprise decision to increase interest rates after inflation surged to a decade-high
943,Residents in the Ukrainian town of Lyman,are fearing for their lives since their homes,0,0,Residents in the Ukrainian town of Lyman,the Ukrainian town of Lyman are fearing for their lives,"📽️ Residents in the Ukrainian town of Lyman are fearing for their lives since their homes were hit by Russian shells.

Read more 👇"
944,Russian Navy ship,destroyed after Kremlin gaffe,West Indies,0,0,admits mass sackings were illegal 🔴 England in dire trouble,"Heres your evening briefing by @TheChrisPrice:

🔴Russian Navy ship destroyed after Kremlin gaffe

🔴P&amp;O boss admits mass sackings were illegal

🔴England in dire trouble against West Indies"
945,Russia,is concerned about the internet becoming a tool,0,0,Russia,is concerned about the internet becoming a tool of dissent,Russia is concerned about the internet becoming a tool of dissent within its borders. The West should see that as an opportunity  | Writes @jamestitcomb
946,NEW,has been rationed ahead of the announcement ’ plan,0,0,0,of free lateral flow tests has been rationed ahead of,"🔴NEW: The provision of free lateral flow tests has been rationed ahead of the announcement of the Government’s living with Covid’ plan, reports suggest"
947,Olga Bolgova and her family,found themselves,0,late last month,she,family suddenly found themselves fighting to survive under siege .,"🇺🇦 When Russia invaded Ukraine late last month, Olga Bolgova and her family suddenly found themselves fighting to survive under siege.

Here she recounts how she, along with her husband Aleksey, and children Artem and Arina, faced Russian bombardment before escaping last week ⬇️"
948,0,0,0,0,There,are serious disagreements within the EU about a proposed embargo,🗣️There are serious disagreements within the EU about a proposed embargo on the Kremlins oil
949,A former Downing Street official at the heart of the partygate scandal,is set to be the next British ambassador,0,0,0,A former Downing Street official at the heart of the,"A former Downing Street official at the heart of the  partygate  scandal is set to be the next British ambassador in Saudi Arabia, The Telegraph understands"
950,the UK Health Security Agency,announced the variant,0,Friday,"⚠️ At least 15,000 cases have been identified",now formally designated as a Variant Under Investigation and given,"On Friday, the UK Health Security Agency announced the variant was now formally designated as a Variant Under Investigation and given the moniker VUI-21OCT-01.
 
⚠️At least 15,000 cases have been identified thus far, and it has been identified nationwide"
951,Owen Patersons,own daughter,0,0,0,"been deeply flawed - slow , cumbersome , lacking in","The investigation process has been deeply flawed - slow, cumbersome, lacking in due process, unfair, and, to quote Owen Patersons own daughter, a dystopian nightmare"
952,she,has visited,0,0,she,the Ukrainian spirit of resistance has been exceptional compared with,"Does she think the Ukrainian spirit of resistance has been exceptional compared with other war zones she has visited? 

🇺🇦  They feed off each other. Hope is such a powerful ingredient. Ukrainians haven’t lost hope – every Ukrainian I speak to still says, we will win this war’"
953,The Duke of Cambridge,intervened to ensure an Afghan officer,Sandhurst,0,0,Cambridge personally intervened to ensure an Afghan officer he knew,"🔴The Duke of Cambridge personally intervened to ensure an Afghan officer he knew from Sandhurst was able to get his family through the gate at Kabul airport and flee the country, The Telegraph can reveal"
