,who,text
8083,McDonald 's workers in US strike,McDonald's workers in US strike again over sexual harassment
8084,Beirut violence fuels fears of return to civil war,Lebanon: Beirut violence fuels fears of return to civil war
8085,Hollywood,Hollywood co-owners Ryan Reynolds and Rob McElhenney attend first Wrexham game
8086,your knowledge of the news,"🔟 Seconds
🔟 Questions

Can you complete Tuesday's Timed Teaser? Test your knowledge of the news these last few days"
8087,Family of Kenyan woman allegedly killed by British soldier in 2012,Family of Kenyan woman allegedly killed by British soldier in 2012 tell BBC of their anger over UK army 'cover-up'
8088,0,US revokes licence of top Chinese telecoms company
8089,0,Two dead as rare storm floods streets of the Sicilian city of Catania
8090,Rust assistant director,Rust assistant director had been sacked before over gun safety
8091,German footballer Joshua Kimmich 's vaccine hesitancy,German footballer Joshua Kimmich's vaccine hesitancy dismays experts
8092,Justin Trudeau,Canadian PM Justin Trudeau holds major cabinet shuffle
8093,Chappelle,Chappelle slams cancel culture amid Netlfix furore
8094,0,"It's in Facebook's financial interest to create a safe environment on the platform, says its vice-president of content policy"
8095,0,"It’s a race against the clock… 10 questions on the news, 10 seconds to answer each

Take the Timed Teaser quiz now"
8096,0,Sudan's coup leader Gen Abdel Fattah al-Burhan says military seized power to prevent civil war
8097,South Africa cricketer Quinton de Kock,South Africa cricketer Quinton de Kock refuses to take knee and pulls out of West Indies game
8098,0,The African tech firm hoping to power space missions
8099,Brazil senators,Brazil senators to vote on damning Covid report
8100,Lego,Can Lego help save Singapore's coral reefs?
8101,Australia pledges,Australia pledges to reach net zero emissions by 2050
8102,0,Covid vaccine study links virus to rare neurological illness
8103,0,Afghan baby girl sold for $500 by starving family
8104,we,"What is eco-friendly sex, and how can we make it more sustainable?"
8105,John Wayne Gacy murder victim,John Wayne Gacy murder victim named 45 years after vanishing
8106,0,First aider dies 5 years after Berlin Christmas market murders
8107,0,Forgotten traditional Manx crafts and skills showcased
8108,Signs of first planet,Signs of first planet found outside our galaxy
8109,Deadline set for Prince Andrew,Deadline set for Prince Andrew to answer questions in sex assault civil case
8110,Biden,Biden sets new rules as air travel to the US reopens
8111,Sir David Attenborough,Sir David Attenborough warns if we don't act now on climate change it'll be too late
8112,0,Israeli cabinet backs huge spending plan for Arab minority
8113,Samsung heir Lee Jae - yong,Samsung heir Lee Jae-yong convicted and fined on drug charges
8114,I,"'I don’t want to live, my mental health’s that bad'"
8115,Scientists in Singapore,Scientists in Singapore have come up with a novel way of restoring the island’s declining reefs - by using Lego blocks
8116,0,Four things you can do to help fight climate change
8117,0,How a supply chain shortage hurts local businesses
8118,the criminals,"Afghanistan: 'Women are imprisoned, while the criminals are free'"
8119,I,"'I saved lives here, now I'm back for Comic Con'"
8120,Facebook,Facebook earns $9bn despite whistleblower scandal
8121,Facebook,India: Facebook struggles in its battle against fake news
8122,0,Three protesters killed and dozens injured in Sudan coup
8123,0,Protesters take to the streets over Sudan coup
8124,China ’s past,How China’s past shapes Xi's thinking and the country's future
8125,Our,"'Our son was buried by mud - we couldn't save him'

The walls of three-year-old Sachu's house collapsed when it was hit by flooding in Kerala, India"
8126,Haiti fuel shortages,"Haiti fuel shortages threaten patients' lives, says Unicef"
8127,Turkey dispute with US,Turkey dispute with US eases after threat to expel envoys
8128,0,Greenhouse gas concentrations reached new high in 2020
8129,My,"My other children were dying of hunger so we had to sell my daughter

Desperate families in Afghanistan are being forced to sell their children to survive"
8130,Italy,"Six-year-old Israeli boy who was the sole survivor of Italian cable car crash must be returned to family in Italy, court rules"
8131,0,"Saudi crown prince suggested killing King Abdullah, ex-official says"
8132,0,Mixed reviews for insipid Marvel movie Eternals
8133,Greenhouse gas build - up,Greenhouse gas build-up reached new high in 2020 despite the pandemic
8134,0,‘Forced to sell my baby’ - Afghan families face extreme poverty
8135,11 of Gunther 's funniest Friends,11 of Gunther's funniest Friends moments
8136,Alec Baldwin,"Alec Baldwin was pointing gun at camera in Rust rehearsal, legal papers say"
8137,"Coca - Cola , which uses over 100 billion throwaway plastic bottles every year and was named the world ’s biggest plastic polluter ,","How can 
Coca-Cola, which uses over 100 billion throwaway plastic bottles every year and was named the world’s biggest plastic polluter, solve its plastic problem?"
8138,0,German IS woman jailed for Yazidi girl's death in Iraq
8139,Amnesty,Amnesty to close Hong Kong offices over National Security Law
8140,J Balvin,Colombian musician J Balvin apologises for music video that saw him walking black women on dog leads
8141,Sudan 's civilian leaders,Sudan's civilian leaders arrested amid coup reports
8142,Australia 's Telstra,Australia's Telstra buys Pacific firm to block China
8143,UN,"Afghanistan facing desperate food crisis, UN warns"
8144,Survivors of Gambia ’s brutal regime under former president Yahya Jammeh,Survivors of Gambia’s brutal regime under former president Yahya Jammeh fear justice will never be served
8145,China,China postpones Beijing marathon due to Covid surge
8146,0,Sudan: Senior civilian leaders arrested by armed men - reports
8147,the West,How the West has fallen out with Ethiopia's PM
8148,I,"'I have seldom felt happiness like this'

Fans, pundits and players reflect on Pakistan's victory over India at the Men's T20 World Cup that ended '29 years of hurt'"
8149,0,From acid rain to the ozone hole: Can we learn from the environmental success stories of the past?
8150,0,Woman finds father after 58 years thanks to online group
8151,China ’s past,How China’s past shapes Xi's thinking - and his view of the world
8152,Coca - Cola,How can Coca-Cola solve its plastic problem?
8153,India by 10 wickets,T20 World Cup: Pakistan hammer India by 10 wickets to claim famous win
8154,James Michael Tyler,James Michael Tyler: 11 of Gunther's funniest Friends moments
8155,"Friends actor James Michael Tyler , who played Gunther on the show ,","Friends actor James Michael Tyler, who played Gunther on the show, dies aged 59"
8156,Nazanin Zaghari - Ratcliffe 's husband,Nazanin Zaghari-Ratcliffe's husband begins new hunger strike in London
8157,Ed Sheeran,Ed Sheeran tests positive for Covid-19
8158,0,Guernsey Marathon: Hundreds of runners complete course
8159,guns,What are prop guns and why are they dangerous?
8160,Kobe Bryant 's wife Vanessa,Kobe Bryant's wife Vanessa first heard of his death online
8161,0,German far-right group attempt to block migrants
8162,0,"Vigil held in New Mexico for cinematographer Halyna Hutchins, who was killed by a prop gun by actor Alec Baldwin while filming for Rust"
8163,"Joel Souza , filmmaker wounded in Alec Baldwin gun incident ,","Joel Souza, filmmaker wounded in Alec Baldwin gun incident, gutted at friend's death"
8164,0,Tesco say website and app down after hack attempt
8165,Colombia 's most wanted drug lord Otoniel,Colombia's most wanted drug lord Otoniel captured
8166,Ethiopia 's Letesenbet Gidey,Ethiopia's Letesenbet Gidey smashes women's half marathon world record
8167,"Suspected bomb attack in Kampala , Uganda","Suspected bomb attack in Kampala, Uganda, after terror warnings"
8168,China 's hypersonic,China's hypersonic test - does it signal a new arms race?
8169,Somali film The Gravedigger 's Wife,Somali film The Gravedigger's Wife wins Africa's top film prize
8170,you,"From the Eurovision museum to Jacinda Ardern's earthquake distraction 

Here are a few things you may have missed this week"
8171,Thunberg,"I'm a completely different person in private

Greta Thunberg says she doesn't think her life is that interesting and she is just a climate activist, not a celebrity"
8172,0,Climate change: How technology is helping cities tackle climate disasters
8173,Picasso masterpieces,Picasso masterpieces fetch nearly $110m at Las Vegas auction
8174,Our,"'Our son was buried by mud - we couldn't save him'

The walls of three-year-old Sachu's house collapsed when it was hit by heavy rain and flooding in Kerala, India, this week"
8175,0,Iran: The painful choices of being pregnant and unmarried
8176,0,Covid-19: Irish health service facing 'one of the most difficult winters'
8177,Turkey,Turkey moves to throw out US and other envoys
